Instr,IPC,CPI
247585384.000000,0.705366,1.417704,5
257773541.000000,0.700873,1.426792,5
245848455.000000,0.694422,1.440046,5
248528445.000000,0.704699,1.419046,5
255403452.000000,0.696690,1.435359,5
249320658.000000,0.705825,1.416782,5
260962080.000000,0.702791,1.422899,5
250430935.000000,0.703286,1.421897,5
258351205.000000,0.693320,1.442336,5
253300762.000000,0.700138,1.428290,5
254618863.000000,0.702115,1.424269,5
259841116.000000,0.697955,1.432757,5
256907716.000000,0.697896,1.432879,5
254279921.000000,0.699515,1.429561,5
261216392.000000,0.695407,1.438008,5
268157708.000000,0.686197,1.457307,5
254484294.000000,0.693736,1.441470,5
255730542.000000,0.697861,1.432950,5
262642615.000000,0.693166,1.442656,5
270778161.000000,0.687145,1.455297,5
258231499.000000,0.694266,1.440370,5
259694514.000000,0.699169,1.430269,5
263844873.000000,0.695157,1.438524,5
259576409.000000,0.695892,1.437004,5
258628110.000000,0.699846,1.428886,5
260004336.000000,0.695717,1.437366,5
259121299.000000,0.691817,1.445468,5
260169910.000000,0.698934,1.430750,5
261290267.000000,0.693394,1.442181,5
272103427.000000,0.689579,1.450160,5
262936986.000000,0.696809,1.435113,5
279171864.000000,0.690751,1.447700,5
273551123.000000,0.691379,1.446385,5
264224829.000000,0.696638,1.435466,5
266833099.000000,0.697349,1.434002,5
282029957.000000,0.689999,1.449277,5
265919367.000000,0.693539,1.441880,5
274919252.000000,0.688912,1.451563,5
278109982.000000,0.691941,1.445211,5
283980641.000000,0.690199,1.448858,5
269419420.000000,0.694258,1.440386,5
279667414.000000,0.690447,1.448336,5
270799149.000000,0.695866,1.437058,5
269525724.000000,0.693480,1.442002,5
268563838.000000,0.691809,1.445485,5
270008448.000000,0.695383,1.438056,5
266617500.000000,0.687897,1.453705,5
270884094.000000,0.692097,1.444884,5
272737612.000000,0.692838,1.443339,5
273671321.000000,0.692092,1.444895,5
271638557.000000,0.687211,1.455158,5
291856669.000000,0.688796,1.451808,5
274101574.000000,0.688999,1.451380,5
273157799.000000,0.691341,1.446464,5
287194520.000000,0.686172,1.457361,5
282214117.000000,0.686689,1.456263,5
275578700.000000,0.682714,1.464743,5
277231315.000000,0.690004,1.449266,5
278229479.000000,0.688772,1.451858,5
282217705.000000,0.687899,1.453702,5
281827078.000000,0.686777,1.456078,5
283767970.000000,0.684801,1.460279,5
285358187.000000,0.683328,1.463426,5
287701522.000000,0.682705,1.464762,5
287730929.000000,0.682690,1.464793,5
289324812.000000,0.684548,1.460819,5
145919574.000000,0.819636,1.220054,11
148046212.000000,0.825793,1.210958,11
148059857.000000,0.820877,1.218209,11
142917667.000000,0.827436,1.208553,11
143893776.000000,0.821333,1.217533,11
143903991.000000,0.818573,1.221638,11
142879922.000000,0.821575,1.217174,11
143906787.000000,0.825097,1.211979,11
143952631.000000,0.822184,1.216272,11
151884569.000000,0.821447,1.217363,11
151905125.000000,0.819408,1.220394,11
150817759.000000,0.821223,1.217697,11
151922419.000000,0.829702,1.205252,11
151919160.000000,0.823131,1.214873,11
151939429.000000,0.819470,1.220301,11
150795646.000000,0.820239,1.219158,11
150818526.000000,0.821673,1.217028,11
150814701.000000,0.822964,1.215120,11
151916211.000000,0.824103,1.213440,11
151917796.000000,0.826142,1.210446,11
151921527.000000,0.824743,1.212499,11
145926646.000000,0.820017,1.219486,11
151944839.000000,0.818037,1.222439,11
148050953.000000,0.822326,1.216063,11
148064552.000000,0.821098,1.217881,11
148012451.000000,0.824409,1.212990,11
148014002.000000,0.812228,1.231181,11
148032198.000000,0.815392,1.226404,11
148038566.000000,0.818295,1.222054,11
146955935.000000,0.824258,1.213212,11
145908027.000000,0.822305,1.216093,11
150822756.000000,0.824968,1.212169,11
148025152.000000,0.821312,1.217563,11
148062097.000000,0.819912,1.219642,11
141848777.000000,0.817981,1.222522,11
148050775.000000,0.822679,1.215542,11
148086532.000000,0.819110,1.220837,11
148045753.000000,0.825471,1.211430,11
145937865.000000,0.816662,1.224497,11
150834796.000000,0.817771,1.222836,11
148047845.000000,0.822195,1.216257,11
150852593.000000,0.821479,1.217316,11
145913832.000000,0.819708,1.219946,11
145921351.000000,0.818675,1.221486,11
143929137.000000,0.815512,1.226224,11
151921998.000000,0.811814,1.231809,11
148032286.000000,0.821523,1.217252,11
148013370.000000,0.820401,1.218916,11
148040314.000000,0.813136,1.229806,11
148067529.000000,0.817055,1.223907,11
148057553.000000,0.813570,1.229151,11
148017546.000000,0.811334,1.232537,11
148006838.000000,0.825398,1.211537,11
141813471.000000,0.815722,1.225908,11
149684820.000000,0.820996,1.218033,11
151924906.000000,0.826117,1.210482,11
143978976.000000,0.822892,1.215227,11
149685488.000000,0.824806,1.212407,11
151936848.000000,0.817131,1.223795,11
149707200.000000,0.820019,1.219485,11
151921271.000000,0.816305,1.225033,11
149729494.000000,0.818657,1.221512,11
151895902.000000,0.810685,1.233525,11
143914671.000000,0.813171,1.229754,11
151905522.000000,0.811357,1.232503,11
148030238.000000,0.820545,1.218702,11
151903914.000000,0.806808,1.239453,11
151908181.000000,0.822891,1.215228,11
150796666.000000,0.826613,1.209755,11
151945598.000000,0.813084,1.229885,11
148015464.000000,0.818365,1.221949,11
151887456.000000,0.822551,1.215730,11
143964803.000000,0.815573,1.226132,11
148015611.000000,0.823345,1.214557,11
149681915.000000,0.815620,1.226061,11
146993685.000000,0.821087,1.217897,11
143996828.000000,0.814206,1.228191,11
151905419.000000,0.811895,1.231687,11
148039849.000000,0.818123,1.222310,11
148008591.000000,0.824336,1.213097,11
148031460.000000,0.816430,1.224845,11
149711575.000000,0.815761,1.225849,11
149703797.000000,0.817075,1.223878,11
146970716.000000,0.833512,1.199743,11
151921090.000000,0.824274,1.213189,11
149714931.000000,0.812482,1.230796,11
151921715.000000,0.822225,1.216212,11
151945393.000000,0.816877,1.224174,11
151900462.000000,0.820476,1.218805,11
151883409.000000,0.816597,1.224595,11
151887329.000000,0.814153,1.228271,11
151913304.000000,0.819436,1.220352,11
143990594.000000,0.829407,1.205681,11
146988003.000000,0.822672,1.215552,11
146973795.000000,0.823876,1.213775,11
151921477.000000,0.813049,1.229938,11
151921656.000000,0.815936,1.225587,11
151875330.000000,0.820763,1.218379,11
151891748.000000,0.817636,1.223038,11
151887419.000000,0.820224,1.219180,11
144003845.000000,0.815343,1.226478,11
144007577.000000,0.818223,1.222160,11
151921794.000000,0.812871,1.230207,11
146984963.000000,0.817680,1.222972,11
148060037.000000,0.822204,1.216244,11
148045521.000000,0.822415,1.215931,11
151908102.000000,0.809858,1.234784,11
148029704.000000,0.819120,1.220823,11
148040427.000000,0.821652,1.217060,11
148040231.000000,0.820817,1.218299,11
151904910.000000,0.807939,1.237717,11
151905091.000000,0.807294,1.238707,11
148045743.000000,0.812842,1.230252,11
148055262.000000,0.824277,1.213184,11
148016329.000000,0.812853,1.230235,11
151943100.000000,0.823923,1.213706,11
148034586.000000,0.809685,1.235049,11
151947387.000000,0.813128,1.229819,11
151932466.000000,0.815383,1.226417,11
151952901.000000,0.827207,1.208888,11
151940259.000000,0.824421,1.212972,11
151931769.000000,0.814568,1.227645,11
151927610.000000,0.814927,1.227103,11
151889187.000000,0.813469,1.229303,11
151959887.000000,0.811279,1.232621,11
151953155.000000,0.812518,1.230742,11
151949060.000000,0.820552,1.218691,11
151905714.000000,0.816789,1.224307,11
202305632.000000,0.822673,1.215550,8
209185416.000000,0.831141,1.203165,8
209177647.000000,0.822963,1.215122,8
215624550.000000,0.819357,1.220469,8
200328826.000000,0.824879,1.212299,8
215579584.000000,0.826917,1.209312,8
222987703.000000,0.831930,1.202024,8
222952193.000000,0.833629,1.199574,8
215575852.000000,0.824188,1.213316,8
223000246.000000,0.829803,1.205106,8
225073898.000000,0.821739,1.216932,8
209198926.000000,0.828468,1.207047,8
209178202.000000,0.824137,1.213390,8
209201459.000000,0.824172,1.213339,8
209206188.000000,0.823057,1.214983,8
200450410.000000,0.816757,1.224355,8
225105321.000000,0.826802,1.209480,8
215614805.000000,0.823440,1.214418,8
215621829.000000,0.822890,1.215229,8
222981908.000000,0.826318,1.210188,8
209307319.000000,0.823620,1.214153,8
225097944.000000,0.825539,1.211329,8
202407838.000000,0.824374,1.213042,8
220781599.000000,0.825373,1.211573,8
230501780.000000,0.819178,1.220736,8
220788156.000000,0.821313,1.217563,8
230494810.000000,0.818423,1.221862,8
230535817.000000,0.814822,1.227262,8
230543764.000000,0.816379,1.224921,8
230504846.000000,0.814555,1.227664,8
220841998.000000,0.820116,1.219340,8
220818598.000000,0.819793,1.219820,8
225084948.000000,0.828977,1.206306,8
209303466.000000,0.830647,1.203881,8
225078542.000000,0.825208,1.211816,8
225062410.000000,0.825551,1.211313,8
230551903.000000,0.810208,1.234251,8
225064349.000000,0.824205,1.213290,8
225105456.000000,0.825072,1.212016,8
215581237.000000,0.824263,1.213205,8
217695901.000000,0.829880,1.204993,8
209340368.000000,0.828234,1.207388,8
217727710.000000,0.827381,1.208632,8
209299942.000000,0.831465,1.202696,8
217724132.000000,0.823294,1.214632,8
230513210.000000,0.815018,1.226967,8
230507001.000000,0.812329,1.231028,8
230501843.000000,0.817290,1.223555,8
209318052.000000,0.816794,1.224298,8
220812302.000000,0.822041,1.216485,8
209340155.000000,0.817080,1.223871,8
220814996.000000,0.821511,1.217269,8
220819017.000000,0.821999,1.216546,8
220794510.000000,0.819976,1.219547,8
217723405.000000,0.825084,1.211998,8
230548065.000000,0.815147,1.226772,8
230513101.000000,0.812409,1.230908,8
230502458.000000,0.812188,1.231242,8
230540720.000000,0.814532,1.227699,8
230515485.000000,0.814531,1.227701,8
230558171.000000,0.806763,1.239522,8
230545614.000000,0.811940,1.231618,8
230505756.000000,0.809617,1.235151,8
230554964.000000,0.808047,1.237552,8
230551770.000000,0.812689,1.230482,8
230548598.000000,0.812599,1.230620,8
230551568.000000,0.806215,1.240363,8
230540265.000000,0.810532,1.233758,8
230547835.000000,0.807832,1.237881,8
225074190.000000,0.826319,1.210186,8
230540112.000000,0.808821,1.236367,8
225065151.000000,0.824737,1.212508,8
225110217.000000,0.819850,1.219735,8
225078708.000000,0.827809,1.208008,8
225104578.000000,0.825135,1.211924,8
225099130.000000,0.824182,1.213324,8
225080654.000000,0.824002,1.213590,8
225104816.000000,0.823664,1.214087,8
225113111.000000,0.817997,1.222499,8
225080781.000000,0.819288,1.220572,8
225061569.000000,0.827776,1.208057,8
225074946.000000,0.818124,1.222309,8
225100251.000000,0.819212,1.220686,8
225068393.000000,0.816721,1.224408,8
225104999.000000,0.817377,1.223426,8
225068026.000000,0.825696,1.211099,8
217721818.000000,0.823660,1.214094,8
225073697.000000,0.821702,1.216986,8
222992571.000000,0.828788,1.206581,8
225071799.000000,0.827034,1.209141,8
222956138.000000,0.830265,1.204434,8
230512331.000000,0.815649,1.226018,8
225103585.000000,0.826075,1.210544,8
225097531.000000,0.818048,1.222422,8
230518045.000000,0.812608,1.230605,8
230509177.000000,0.812120,1.231345,8
230534738.000000,0.812247,1.231152,8
22734967.000000,0.765903,1.305648,13
225061663.000000,0.830008,1.204808,8
225099374.000000,0.820073,1.219404,8
225061893.000000,0.828068,1.207630,8
217702786.000000,0.826659,1.209688,8
225067455.000000,0.824693,1.212573,8
23479131.000000,0.768907,1.300548,13
225076820.000000,0.818042,1.222431,8
24159039.000000,0.765454,1.306414,13
24172133.000000,0.761135,1.313828,13
225123333.000000,0.819411,1.220390,8
230512878.000000,0.818593,1.221609,8
23518548.000000,0.759595,1.316492,13
23518637.000000,0.759803,1.316130,13
230550716.000000,0.814996,1.227000,8
24973662.000000,0.760067,1.315673,13
230534526.000000,0.815247,1.226622,8
230535139.000000,0.812951,1.230086,8
24278000.000000,0.765333,1.306621,13
23516477.000000,0.760556,1.314827,13
24956246.000000,0.763807,1.309231,13
222949236.000000,0.829883,1.204989,8
222978185.000000,0.824385,1.213026,8
230513891.000000,0.813561,1.229165,8
230521892.000000,0.817357,1.223456,8
230504123.000000,0.813223,1.229675,8
225102225.000000,0.827544,1.208394,8
230514070.000000,0.814667,1.227496,8
230540746.000000,0.816632,1.224542,8
230547122.000000,0.816549,1.224666,8
24164700.000000,0.763916,1.309045,13
230503370.000000,0.812473,1.230810,8
225089109.000000,0.824159,1.213358,8
230509730.000000,0.812002,1.231525,8
230535098.000000,0.814554,1.227666,8
230507549.000000,0.813508,1.229244,8
230510612.000000,0.814614,1.227575,8
230541159.000000,0.808275,1.237203,8
24953002.000000,0.765305,1.306669,13
23520235.000000,0.759467,1.316714,13
23481343.000000,0.766436,1.304740,13
22739204.000000,0.767476,1.302972,13
23483411.000000,0.764574,1.307918,13
24277802.000000,0.762249,1.311906,13
23479425.000000,0.768160,1.301813,13
24170873.000000,0.763557,1.309660,13
24171162.000000,0.763175,1.310316,13
24952860.000000,0.766730,1.304240,13
24176709.000000,0.762592,1.311318,13
24957055.000000,0.766300,1.304972,13
24174682.000000,0.762154,1.312071,13
23483480.000000,0.765385,1.306532,13
23485028.000000,0.764708,1.307689,13
24955216.000000,0.764903,1.307355,13
24958198.000000,0.762086,1.312187,13
24958901.000000,0.763742,1.309343,13
23516471.000000,0.760013,1.315767,13
24957139.000000,0.761249,1.313631,13
24955373.000000,0.764688,1.307723,13
24956993.000000,0.764501,1.308043,13
24953600.000000,0.765538,1.306271,13
24952944.000000,0.766092,1.305326,13
23509426.000000,0.762466,1.311534,13
24955386.000000,0.765228,1.306800,13
24953307.000000,0.762907,1.310776,13
23505069.000000,0.763180,1.310307,13
24957534.000000,0.762786,1.310984,13
24957241.000000,0.763938,1.309006,13
24957209.000000,0.761437,1.313307,13
24959195.000000,0.763620,1.309552,13
24278448.000000,0.762514,1.311451,13
24164122.000000,0.764196,1.308565,13
230514407.000000,0.812964,1.230067,8
24276467.000000,0.765499,1.306338,13
24279552.000000,0.763248,1.310190,13
230547637.000000,0.811962,1.231585,8
24952944.000000,0.764735,1.307642,13
24284136.000000,0.762387,1.311669,13
23509055.000000,0.760492,1.314938,13
24277502.000000,0.762223,1.311952,13
24281697.000000,0.762875,1.310831,13
24280289.000000,0.761641,1.312955,13
24282143.000000,0.762761,1.311027,13
24953307.000000,0.764762,1.307597,13
24277649.000000,0.764906,1.307350,13
24283543.000000,0.763900,1.309073,13
24280739.000000,0.762811,1.310941,13
24276530.000000,0.764095,1.308738,13
22747299.000000,0.767073,1.303657,13
24957055.000000,0.761719,1.312821,13
24278375.000000,0.761431,1.313317,13
24953154.000000,0.763587,1.309609,13
230545712.000000,0.815671,1.225984,8
24959479.000000,0.760177,1.315483,13
230540533.000000,0.813069,1.229908,8
24283549.000000,0.763620,1.309551,13
24282434.000000,0.762104,1.312157,13
24279704.000000,0.763661,1.309481,13
24276536.000000,0.765294,1.306688,13
24283234.000000,0.762555,1.311381,13
24174490.000000,0.760733,1.314522,13
23516618.000000,0.761329,1.313493,13
24176063.000000,0.761362,1.313435,13
24175876.000000,0.761892,1.312522,13
24173227.000000,0.763513,1.309735,13
23508892.000000,0.764626,1.307828,13
24278740.000000,0.763728,1.309367,13
24280447.000000,0.762756,1.311035,13
24276902.000000,0.762745,1.311055,13
24280453.000000,0.760905,1.314225,13
24278454.000000,0.764674,1.307747,13
23486093.000000,0.767923,1.302214,13
24276536.000000,0.763727,1.309368,13
24279501.000000,0.761774,1.312725,13
24280588.000000,0.761287,1.313566,13
24955559.000000,0.764324,1.308346,13
24955634.000000,0.762435,1.311587,13
24955068.000000,0.763505,1.309749,13
24953013.000000,0.763763,1.309307,13
22736814.000000,0.768458,1.301308,13
10950917.000000,0.795279,1.257421,15
23489379.000000,0.765760,1.305893,13
23487218.000000,0.770435,1.297968,13
23510803.000000,0.763281,1.310133,13
11236908.000000,0.781764,1.279159,15
24160947.000000,0.764247,1.308477,13
24277508.000000,0.764541,1.307974,13
23493116.000000,0.767511,1.302914,13
24962573.000000,0.761328,1.313494,13
23489049.000000,0.767572,1.302809,13
24276755.000000,0.764382,1.308246,13
11880891.000000,0.722890,1.383336,16
23491237.000000,0.764899,1.307363,13
24276746.000000,0.763891,1.309086,13
24956027.000000,0.762295,1.311829,13
24282374.000000,0.760256,1.315347,13
12189801.000000,0.768309,1.301559,15
11236241.000000,0.787079,1.270520,15
11235782.000000,0.786014,1.272241,15
24281850.000000,0.762021,1.312299,13
24954037.000000,0.764427,1.308169,13
24955702.000000,0.765061,1.307086,13
24954699.000000,0.763906,1.309061,13
24957272.000000,0.761570,1.313076,13
10966990.000000,0.779845,1.282306,15
24955062.000000,0.763428,1.309881,13
11237628.000000,0.778486,1.284545,15
11240152.000000,0.780855,1.280648,15
11237775.000000,0.777047,1.286924,15
24957467.000000,0.764226,1.308514,13
24966081.000000,0.759833,1.316078,13
12189584.000000,0.768998,1.300394,15
24952793.000000,0.763150,1.310359,13
12191060.000000,0.764927,1.307314,15
24959186.000000,0.762875,1.310831,13
12191493.000000,0.768248,1.301662,15
11905674.000000,0.760130,1.315565,15
12192446.000000,0.769784,1.299065,15
12193862.000000,0.768164,1.301805,15
11630078.000000,0.762451,1.311559,15
11905139.000000,0.763062,1.310510,15
11907781.000000,0.760039,1.315722,15
11908303.000000,0.759013,1.317500,15
11878534.000000,0.785225,1.273520,15
11879635.000000,0.788098,1.268878,15
11905887.000000,0.765682,1.306024,15
12189647.000000,0.774904,1.290483,15
12190433.000000,0.778477,1.284559,15
12189863.000000,0.769933,1.298814,15
12190459.000000,0.764842,1.307459,15
11877638.000000,0.728717,1.372275,16
12192452.000000,0.774536,1.291096,15
12189650.000000,0.765759,1.305895,15
12192127.000000,0.763651,1.309500,15
12194515.000000,0.763995,1.308909,15
12198964.000000,0.760245,1.315366,15
12191131.000000,0.769323,1.299845,15
12193561.000000,0.776038,1.288597,15
12189948.000000,0.771198,1.296683,15
12189801.000000,0.765510,1.306319,15
12192581.000000,0.768964,1.300451,15
12189801.000000,0.764528,1.307997,15
12189647.000000,0.771219,1.296649,15
12194009.000000,0.766196,1.305149,15
12193561.000000,0.763525,1.309716,15
11904993.000000,0.761333,1.313486,15
11907798.000000,0.759944,1.315886,15
11908099.000000,0.764854,1.307439,15
11600121.000000,0.722297,1.384473,16
11904993.000000,0.759352,1.316912,15
11908246.000000,0.754085,1.326110,15
24159042.000000,0.765184,1.306876,13
24953013.000000,0.762629,1.311253,13
24959090.000000,0.762598,1.311307,13
24959054.000000,0.760940,1.314164,13
11629504.000000,0.761373,1.313416,15
23506960.000000,0.765077,1.307057,13
11626154.000000,0.764208,1.308544,15
24163172.000000,0.759707,1.316297,13
24160074.000000,0.764644,1.307797,13
11907215.000000,0.765115,1.306993,15
11905841.000000,0.755325,1.323934,15
24276617.000000,0.762884,1.310814,13
24281369.000000,0.763338,1.310035,13
24281341.000000,0.763257,1.310175,13
24953223.000000,0.764677,1.307742,13
24954915.000000,0.764014,1.308877,13
24959348.000000,0.762856,1.310863,13
11906248.000000,0.759979,1.315825,15
24952706.000000,0.761909,1.312493,13
24959547.000000,0.761940,1.312440,13
11603073.000000,0.754827,1.324807,15
11904846.000000,0.761592,1.313039,15
24957061.000000,0.762620,1.311270,13
11904993.000000,0.759871,1.316013,15
11905294.000000,0.759571,1.316532,15
11908246.000000,0.752773,1.328422,15
11907945.000000,0.762832,1.310905,15
10970577.000000,0.778213,1.284996,15
11908407.000000,0.757505,1.320124,15
11627511.000000,0.760609,1.314736,15
11905952.000000,0.761731,1.312799,15
11602854.000000,0.720633,1.387670,16
11904996.000000,0.756489,1.321897,15
11908088.000000,0.757432,1.320250,15
11907890.000000,0.759156,1.317252,15
11906993.000000,0.761396,1.313377,15
11627126.000000,0.756041,1.322680,15
11907229.000000,0.759583,1.316512,15
11907945.000000,0.757533,1.320075,15
11626301.000000,0.760541,1.314854,15
11908927.000000,0.756296,1.322233,15
11239570.000000,0.789602,1.266460,15
11905739.000000,0.758816,1.317843,15
11908246.000000,0.754592,1.325219,15
12190763.000000,0.767405,1.303092,15
12190475.000000,0.765680,1.306029,15
12191493.000000,0.759825,1.316093,15
12190828.000000,0.765039,1.307123,15
10952621.000000,0.808303,1.237160,4
11239486.000000,0.782024,1.278733,15
11240529.000000,0.783504,1.276318,15
11238517.000000,0.781699,1.279265,15
11239315.000000,0.779319,1.283172,15
11239937.000000,0.775808,1.288979,15
11603143.000000,0.786725,1.271093,15
11905955.000000,0.770016,1.298674,15
11906122.000000,0.760096,1.315624,15
12191707.000000,0.765277,1.306716,15
11879935.000000,0.784487,1.274718,15
12189500.000000,0.769057,1.300294,15
11905150.000000,0.761473,1.313245,15
11905149.000000,0.763243,1.310198,15
12193069.000000,0.762777,1.310999,15
11906174.000000,0.761462,1.313263,15
11905889.000000,0.758594,1.318227,15
12191115.000000,0.764980,1.307224,15
11905333.000000,0.759663,1.316372,15
11909355.000000,0.758425,1.318522,15
12193506.000000,0.766083,1.305342,15
11904993.000000,0.759766,1.316195,15
12192016.000000,0.769941,1.298801,15
12190760.000000,0.761737,1.312789,15
11877975.000000,0.791155,1.263974,15
12189500.000000,0.766918,1.303920,15
11879631.000000,0.783246,1.276738,15
12192019.000000,0.772130,1.295119,15
12190543.000000,0.764444,1.308140,15
12189804.000000,0.766318,1.304941,15
11904849.000000,0.767939,1.302187,15
12189804.000000,0.769229,1.300003,15
11601528.000000,0.757545,1.320053,15
11878084.000000,0.786838,1.270910,15
11904996.000000,0.759191,1.317192,15
12189584.000000,0.766732,1.304237,15
12191953.000000,0.768850,1.300644,15
11908249.000000,0.759108,1.317336,15
12189500.000000,0.766067,1.305369,15
11908084.000000,0.758721,1.318007,15
12193862.000000,0.763256,1.310177,15
11905215.000000,0.763419,1.309896,15
12192599.000000,0.766585,1.304488,15
12193597.000000,0.765579,1.306201,15
11908112.000000,0.759410,1.316812,15
11603663.000000,0.722630,1.383834,16
12191568.000000,0.766236,1.305080,15
12194082.000000,0.760257,1.315344,15
284243522.000000,0.828373,1.207186,6
288346209.000000,0.841016,1.189037,6
288334641.000000,0.841495,1.188362,6
284849223.000000,0.829158,1.206042,6
288391709.000000,0.837984,1.193341,6
288358905.000000,0.840839,1.189289,6
288402629.000000,0.839260,1.191526,6
288383268.000000,0.838401,1.192747,6
295575297.000000,0.829055,1.206193,6
298797131.000000,0.836723,1.195139,6
294852817.000000,0.823962,1.213648,6
295600306.000000,0.829384,1.205714,6
298807444.000000,0.836915,1.194865,6
298824871.000000,0.836084,1.196053,6
298807341.000000,0.837357,1.194234,6
294850946.000000,0.822475,1.215843,6
298846213.000000,0.836676,1.195206,6
298823314.000000,0.836662,1.195225,6
298803116.000000,0.835947,1.196249,6
298809686.000000,0.835457,1.196950,6
294845523.000000,0.823712,1.214017,6
298816054.000000,0.837060,1.194657,6
298828376.000000,0.835470,1.196931,6
298802478.000000,0.837669,1.193788,6
298803104.000000,0.835957,1.196234,6
298824030.000000,0.835075,1.197497,6
298850738.000000,0.834844,1.197828,6
295649077.000000,0.825498,1.211390,6
298852532.000000,0.833584,1.199639,6
298854014.000000,0.831238,1.203025,6
298848893.000000,0.835306,1.197167,6
298848757.000000,0.835844,1.196396,6
287749393.000000,0.829239,1.205925,6
290792962.000000,0.836184,1.195909,6
286989631.000000,0.819507,1.220245,6
290793506.000000,0.837275,1.194350,6
290803632.000000,0.835522,1.196856,6
294805658.000000,0.823572,1.214222,6
290848512.000000,0.834374,1.198503,6
298797046.000000,0.836652,1.195239,6
290846754.000000,0.833413,1.199885,6
298846433.000000,0.834257,1.198672,6
290850166.000000,0.833418,1.199878,6
295682664.000000,0.824821,1.212384,6
298803041.000000,0.833840,1.199270,6
298813479.000000,0.833433,1.199856,6
298853710.000000,0.832983,1.200505,6
298869619.000000,0.833152,1.200262,6
284306255.000000,0.825646,1.211173,6
288449535.000000,0.835939,1.196260,6
285099485.000000,0.828935,1.206367,6
288451497.000000,0.837322,1.194283,6
288486866.000000,0.836562,1.195369,6
290810068.000000,0.836023,1.196140,6
288483216.000000,0.836250,1.195815,6
288512157.000000,0.835313,1.197156,6
288500393.000000,0.835151,1.197388,6
290815910.000000,0.836660,1.195229,6
287762633.000000,0.828034,1.207680,6
286982104.000000,0.818573,1.221639,6
290799256.000000,0.835212,1.197301,6
290815762.000000,0.834656,1.198098,6
290815340.000000,0.836737,1.195119,6
287784516.000000,0.824640,1.212651,6
290802610.000000,0.836477,1.195490,6
290847611.000000,0.835127,1.197422,6
286968266.000000,0.821866,1.216743,6
290800150.000000,0.835592,1.196756,6
290806867.000000,0.834787,1.197910,6
290811841.000000,0.834876,1.197783,6
290794223.000000,0.834077,1.198930,6
290842072.000000,0.834496,1.198327,6
286935445.000000,0.819803,1.219805,6
290800889.000000,0.835061,1.197517,6
290825995.000000,0.835251,1.197245,6
286944574.000000,0.820252,1.219138,6
290810276.000000,0.836647,1.195247,6
287764481.000000,0.825572,1.211281,6
290796627.000000,0.836263,1.195796,6
290848849.000000,0.834615,1.198157,6
290848626.000000,0.833106,1.200327,6
290841468.000000,0.834280,1.198638,6
290841905.000000,0.832969,1.200524,6
290852068.000000,0.833548,1.199691,6
286984421.000000,0.817365,1.223443,6
290844328.000000,0.831211,1.203064,6
290891258.000000,0.831716,1.202334,6
290845954.000000,0.833564,1.199668,6
287759963.000000,0.828528,1.206960,6
290801784.000000,0.835872,1.196356,6
290799396.000000,0.835550,1.196816,6
287724650.000000,0.827233,1.208849,6
290841731.000000,0.834478,1.198353,6
290793417.000000,0.835856,1.196378,6
290848995.000000,0.834251,1.198680,6
290834313.000000,0.833502,1.199757,6
298818655.000000,0.835395,1.197039,6
294890953.000000,0.823737,1.213979,6
298821433.000000,0.837092,1.194611,6
298812442.000000,0.836890,1.194899,6
294828347.000000,0.822320,1.216071,6
298820393.000000,0.835236,1.197266,6
298802900.000000,0.835323,1.197141,6
298819215.000000,0.833387,1.199923,6
294877556.000000,0.821713,1.216970,6
298841795.000000,0.836304,1.195737,6
294925555.000000,0.821315,1.217560,6
298848988.000000,0.835489,1.196904,6
298850106.000000,0.834424,1.198431,6
298802053.000000,0.835393,1.197042,6
298831737.000000,0.834492,1.198334,6
298836533.000000,0.833705,1.199464,6
298838212.000000,0.832947,1.200556,6
295714153.000000,0.824279,1.213181,6
298826931.000000,0.833965,1.199091,6
298851856.000000,0.833026,1.200443,6
295577022.000000,0.826911,1.209321,6
298805097.000000,0.834767,1.197939,6
298845602.000000,0.834195,1.198760,6
295638284.000000,0.827848,1.207952,6
298852920.000000,0.831136,1.203173,6
298800052.000000,0.835974,1.196210,6
298817983.000000,0.835783,1.196483,6
298805532.000000,0.835171,1.197360,6
295666037.000000,0.825011,1.212106,6
298851909.000000,0.834578,1.198210,6
298845707.000000,0.832780,1.200797,6
298860398.000000,0.833343,1.199986,6
57695300.000000,0.864249,1.157074,12
57241723.000000,0.862490,1.159434,12
60302156.000000,0.864911,1.156188,12
60302388.000000,0.859968,1.162834,12
60308939.000000,0.858166,1.165276,12
60310507.000000,0.858001,1.165500,12
60328200.000000,0.856775,1.167168,12
60316790.000000,0.857407,1.166307,12
62557286.000000,0.861786,1.160381,12
62067707.000000,0.859586,1.163351,12
62077694.000000,0.857086,1.166744,12
62569402.000000,0.857523,1.166149,12
65381173.000000,0.860572,1.162018,12
65381961.000000,0.860300,1.162385,12
65393114.000000,0.859299,1.163739,12
65384737.000000,0.856842,1.167076,12
65386498.000000,0.855923,1.168329,12
65389061.000000,0.856257,1.167874,12
65391947.000000,0.859128,1.163971,12
65408304.000000,0.855132,1.169410,12
65387284.000000,0.857729,1.165869,12
65380851.000000,0.855008,1.169579,12
65394216.000000,0.855089,1.169469,12
65395034.000000,0.855850,1.168429,12
62072526.000000,0.856370,1.167720,12
62079047.000000,0.858094,1.165373,12
62570501.000000,0.858671,1.164590,12
62567472.000000,0.857235,1.166542,12
65381140.000000,0.859709,1.163185,12
65391869.000000,0.858479,1.164851,12
