0	0.00
0	0.00
9562744	0.38
632604	0.06
26827	0.01
32431	0.05
115619	0.46
117299	1.60
19046	0.77
88069	14.25
77026	29.88
27606	45.36
240	0.90
159	2.21
106	4.09
0	0.00
